metric,value,skript,data_sha,seed,datum
predikce_glm_5_3_few_shot_a2_recall_ku,0.7074,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_recall_du,0.3648,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_acc_ci_lo,0.4859,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_acc_ci_hi,0.5657,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_bal_acc_ci_lo,0.5514,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_bal_acc_ci_hi,0.6306,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_macro_f1_ci_lo,0.5079,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_macro_f1_ci_hi,0.5877,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_kappa_ci_lo,0.2369,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_a2_kappa_ci_hi,0.3492,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_n,487.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_n_valid,481.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_n_invalid,6.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_coverage,0.9877,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_acc,0.5585,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_bal_acc,0.6327,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_macro_f1,0.5842,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
