datum,prekryv_hotovo,kvalita_n,kvalita_shoda,kvalita_koef,kvalita_alpha,kvalita_ac1,dopad_n,dopad_shoda,dopad_koef,dopad_alpha,dopad_ac1,vhodnost_n,vhodnost_shoda,vhodnost_koef,vhodnost_alpha,vhodnost_ac1
2026-07-16,239,239,0.954,0.3332,0.3305,0.9506,233,0.7768,0.6298,0.6256,0.6824,234,0.453,0.4154,0.3327,0.3077
