case_uid,mat_id,event,anotator,zdroj_reseni,dimenze,poradi,hodnota
mat865,865,k2_final351_06_25,A2,ucitel,vhodnost,1,2
mat865,865,k2_final351_06_25,A2,ucitel,reaktivni,1,0
mat865,865,k2_final351_06_25,A2,ucitel,systemove,1,1
mat865,865,k2_final351_06_25,A2,ucitel,humanisticke,1,-2
exp869,878,k2_final351_06_25,A12,AI,vhodnost,1,1
exp869,878,k2_final351_06_25,A12,AI,reaktivni,1,0
exp869,878,k2_final351_06_25,A12,AI,systemove,1,-1
exp869,878,k2_final351_06_25,A12,AI,humanisticke,1,0
exp869,878,k2_final351_06_25,A1,AI,vhodnost,1,2
exp869,878,k2_final351_06_25,A1,AI,reaktivni,1,1
exp869,878,k2_final351_06_25,A1,AI,systemove,1,0
exp869,878,k2_final351_06_25,A1,AI,humanisticke,1,-1
exp869,878,k2_final351_06_25,A10,AI,vhodnost,1,2
exp869,878,k2_final351_06_25,A10,AI,reaktivni,1,1
exp869,878,k2_final351_06_25,A10,AI,systemove,1,-1
exp869,878,k2_final351_06_25,A10,AI,humanisticke,1,-1
exp869,878,k2_final351_06_25,A9,AI,vhodnost,1,1
exp869,878,k2_final351_06_25,A9,AI,reaktivni,1,1
exp869,878,k2_final351_06_25,A9,AI,systemove,1,1
exp869,878,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp869,878,k2_final351_06_25,A8,AI,vhodnost,1,1
exp869,878,k2_final351_06_25,A8,AI,reaktivni,1,1
exp869,878,k2_final351_06_25,A8,AI,systemove,1,-1
exp869,878,k2_final351_06_25,A8,AI,humanisticke,1,0
exp869,878,k2_final351_06_25,A2,AI,vhodnost,1,1
exp869,878,k2_final351_06_25,A2,AI,reaktivni,1,0
exp869,878,k2_final351_06_25,A2,AI,systemove,1,-1
exp869,878,k2_final351_06_25,A2,AI,humanisticke,1,0
exp869,878,k2_final351_06_25,A12,ucitel,vhodnost,1,0
exp869,878,k2_final351_06_25,A12,ucitel,reaktivni,1,-1
exp869,878,k2_final351_06_25,A12,ucitel,systemove,1,0
exp869,878,k2_final351_06_25,A12,ucitel,humanisticke,1,1
exp869,878,k2_final351_06_25,A1,ucitel,vhodnost,1,0
exp869,878,k2_final351_06_25,A1,ucitel,reaktivni,1,-1
exp869,878,k2_final351_06_25,A1,ucitel,systemove,1,-1
exp869,878,k2_final351_06_25,A1,ucitel,humanisticke,1,2
exp869,878,k2_final351_06_25,A10,ucitel,vhodnost,1,0
exp869,878,k2_final351_06_25,A10,ucitel,reaktivni,1,0
exp869,878,k2_final351_06_25,A10,ucitel,systemove,1,-1
exp869,878,k2_final351_06_25,A10,ucitel,humanisticke,1,1
exp869,878,k2_final351_06_25,A9,ucitel,vhodnost,1,0
exp869,878,k2_final351_06_25,A9,ucitel,reaktivni,1,0
exp869,878,k2_final351_06_25,A9,ucitel,systemove,1,-2
exp869,878,k2_final351_06_25,A9,ucitel,humanisticke,1,2
exp869,878,k2_final351_06_25,A8,ucitel,vhodnost,1,0
exp869,878,k2_final351_06_25,A8,ucitel,reaktivni,1,-1
exp869,878,k2_final351_06_25,A8,ucitel,systemove,1,0
exp869,878,k2_final351_06_25,A8,ucitel,humanisticke,1,1
exp869,878,k2_final351_06_25,A2,ucitel,vhodnost,1,0
exp869,878,k2_final351_06_25,A2,ucitel,reaktivni,1,-1
exp869,878,k2_final351_06_25,A2,ucitel,systemove,1,0
exp869,878,k2_final351_06_25,A2,ucitel,humanisticke,1,1
mat879,879,k2_final351_06_25,A12,AI,vhodnost,1,2
mat879,879,k2_final351_06_25,A12,AI,reaktivni,1,1
mat879,879,k2_final351_06_25,A12,AI,systemove,1,2
mat879,879,k2_final351_06_25,A12,AI,humanisticke,1,1
mat879,879,k2_final351_06_25,A1,AI,vhodnost,1,2
mat879,879,k2_final351_06_25,A1,AI,reaktivni,1,2
mat879,879,k2_final351_06_25,A1,AI,systemove,1,0
mat879,879,k2_final351_06_25,A1,AI,humanisticke,1,-1
mat879,879,k2_final351_06_25,A10,AI,vhodnost,1,2
mat879,879,k2_final351_06_25,A10,AI,reaktivni,1,1
mat879,879,k2_final351_06_25,A10,AI,systemove,1,-1
mat879,879,k2_final351_06_25,A10,AI,humanisticke,1,-1
mat879,879,k2_final351_06_25,A9,AI,vhodnost,1,2
mat879,879,k2_final351_06_25,A9,AI,reaktivni,1,2
mat879,879,k2_final351_06_25,A9,AI,systemove,1,1
mat879,879,k2_final351_06_25,A9,AI,humanisticke,1,-1
mat879,879,k2_final351_06_25,A8,AI,vhodnost,1,2
mat879,879,k2_final351_06_25,A8,AI,reaktivni,1,1
mat879,879,k2_final351_06_25,A8,AI,systemove,1,0
mat879,879,k2_final351_06_25,A8,AI,humanisticke,1,0
mat879,879,k2_final351_06_25,A2,AI,vhodnost,1,2
mat879,879,k2_final351_06_25,A2,AI,reaktivni,1,2
mat879,879,k2_final351_06_25,A2,AI,systemove,1,-1
mat879,879,k2_final351_06_25,A2,AI,humanisticke,1,-1
mat879,879,k2_final351_06_25,A12,ucitel,vhodnost,1,2
mat879,879,k2_final351_06_25,A12,ucitel,reaktivni,1,1
mat879,879,k2_final351_06_25,A12,ucitel,systemove,1,0
mat879,879,k2_final351_06_25,A12,ucitel,humanisticke,1,-1
mat879,879,k2_final351_06_25,A1,ucitel,vhodnost,1,2
mat879,879,k2_final351_06_25,A1,ucitel,reaktivni,1,1
mat879,879,k2_final351_06_25,A1,ucitel,systemove,1,-1
mat879,879,k2_final351_06_25,A1,ucitel,humanisticke,1,0
mat879,879,k2_final351_06_25,A10,ucitel,vhodnost,1,1
mat879,879,k2_final351_06_25,A10,ucitel,reaktivni,1,1
mat879,879,k2_final351_06_25,A10,ucitel,systemove,1,-1
mat879,879,k2_final351_06_25,A10,ucitel,humanisticke,1,-1
mat879,879,k2_final351_06_25,A9,ucitel,vhodnost,1,2
mat879,879,k2_final351_06_25,A9,ucitel,reaktivni,1,2
mat879,879,k2_final351_06_25,A9,ucitel,systemove,1,1
mat879,879,k2_final351_06_25,A9,ucitel,humanisticke,1,-2
mat879,879,k2_final351_06_25,A8,ucitel,vhodnost,1,2
mat879,879,k2_final351_06_25,A8,ucitel,reaktivni,1,1
mat879,879,k2_final351_06_25,A8,ucitel,systemove,1,-1
mat879,879,k2_final351_06_25,A8,ucitel,humanisticke,1,0
mat879,879,k2_final351_06_25,A2,ucitel,vhodnost,1,2
mat879,879,k2_final351_06_25,A2,ucitel,reaktivni,1,2
mat879,879,k2_final351_06_25,A2,ucitel,systemove,1,2
mat879,879,k2_final351_06_25,A2,ucitel,humanisticke,1,-2
exp882,880,k2_final351_06_25,A12,AI,vhodnost,1,2
exp882,880,k2_final351_06_25,A12,AI,reaktivni,1,1
exp882,880,k2_final351_06_25,A12,AI,systemove,1,0
exp882,880,k2_final351_06_25,A12,AI,humanisticke,1,-1
exp882,880,k2_final351_06_25,A1,AI,vhodnost,1,1
exp882,880,k2_final351_06_25,A1,AI,reaktivni,1,1
exp882,880,k2_final351_06_25,A1,AI,systemove,1,0
exp882,880,k2_final351_06_25,A1,AI,humanisticke,1,-1
exp882,880,k2_final351_06_25,A10,AI,vhodnost,1,2
exp882,880,k2_final351_06_25,A10,AI,reaktivni,1,1
exp882,880,k2_final351_06_25,A10,AI,systemove,1,-1
exp882,880,k2_final351_06_25,A10,AI,humanisticke,1,-1
exp882,880,k2_final351_06_25,A9,AI,vhodnost,1,2
exp882,880,k2_final351_06_25,A9,AI,reaktivni,1,2
exp882,880,k2_final351_06_25,A9,AI,systemove,1,0
exp882,880,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp882,880,k2_final351_06_25,A8,AI,vhodnost,1,1
exp882,880,k2_final351_06_25,A8,AI,reaktivni,1,1
exp882,880,k2_final351_06_25,A8,AI,systemove,1,0
exp882,880,k2_final351_06_25,A8,AI,humanisticke,1,-1
exp882,880,k2_final351_06_25,A2,AI,vhodnost,1,2
exp882,880,k2_final351_06_25,A2,AI,reaktivni,1,1
exp882,880,k2_final351_06_25,A2,AI,systemove,1,-2
exp882,880,k2_final351_06_25,A2,AI,humanisticke,1,-1
exp882,880,k2_final351_06_25,A12,ucitel,vhodnost,1,1
exp882,880,k2_final351_06_25,A12,ucitel,reaktivni,1,0
exp882,880,k2_final351_06_25,A12,ucitel,systemove,1,-2
exp882,880,k2_final351_06_25,A12,ucitel,humanisticke,1,1
exp882,880,k2_final351_06_25,A1,ucitel,vhodnost,1,0
exp882,880,k2_final351_06_25,A1,ucitel,reaktivni,1,1
exp882,880,k2_final351_06_25,A1,ucitel,systemove,1,-1
exp882,880,k2_final351_06_25,A1,ucitel,humanisticke,1,1
exp882,880,k2_final351_06_25,A10,ucitel,vhodnost,1,1
exp882,880,k2_final351_06_25,A10,ucitel,reaktivni,1,1
exp882,880,k2_final351_06_25,A10,ucitel,systemove,1,-2
exp882,880,k2_final351_06_25,A10,ucitel,humanisticke,1,2
exp882,880,k2_final351_06_25,A9,ucitel,vhodnost,1,1
exp882,880,k2_final351_06_25,A9,ucitel,reaktivni,1,1
exp882,880,k2_final351_06_25,A9,ucitel,systemove,1,-1
exp882,880,k2_final351_06_25,A9,ucitel,humanisticke,1,-1
exp882,880,k2_final351_06_25,A8,ucitel,vhodnost,1,1
exp882,880,k2_final351_06_25,A8,ucitel,reaktivni,1,0
exp882,880,k2_final351_06_25,A8,ucitel,systemove,1,-2
exp882,880,k2_final351_06_25,A8,ucitel,humanisticke,1,0
exp882,880,k2_final351_06_25,A2,ucitel,vhodnost,1,1
exp882,880,k2_final351_06_25,A2,ucitel,reaktivni,1,0
exp882,880,k2_final351_06_25,A2,ucitel,systemove,1,-2
exp882,880,k2_final351_06_25,A2,ucitel,humanisticke,1,1
exp888,884,k2_final351_06_25,A12,AI,vhodnost,1,2
exp888,884,k2_final351_06_25,A12,AI,reaktivni,1,1
exp888,884,k2_final351_06_25,A12,AI,systemove,1,1
exp888,884,k2_final351_06_25,A12,AI,humanisticke,1,0
exp888,884,k2_final351_06_25,A1,AI,vhodnost,1,2
exp888,884,k2_final351_06_25,A1,AI,reaktivni,1,1
exp888,884,k2_final351_06_25,A1,AI,systemove,1,0
exp888,884,k2_final351_06_25,A1,AI,humanisticke,1,-1
exp888,884,k2_final351_06_25,A9,AI,vhodnost,1,1
exp888,884,k2_final351_06_25,A9,AI,reaktivni,1,1
exp888,884,k2_final351_06_25,A9,AI,systemove,1,1
exp888,884,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp888,884,k2_final351_06_25,A8,AI,vhodnost,1,2
exp888,884,k2_final351_06_25,A8,AI,reaktivni,1,1
exp888,884,k2_final351_06_25,A8,AI,systemove,1,0
exp888,884,k2_final351_06_25,A8,AI,humanisticke,1,-1
exp888,884,k2_final351_06_25,A2,AI,vhodnost,1,2
exp888,884,k2_final351_06_25,A2,AI,reaktivni,1,1
exp888,884,k2_final351_06_25,A2,AI,systemove,1,0
exp888,884,k2_final351_06_25,A2,AI,humanisticke,1,-1
exp888,884,k2_final351_06_25,A12,ucitel,vhodnost,1,0
exp888,884,k2_final351_06_25,A12,ucitel,reaktivni,1,-2
exp888,884,k2_final351_06_25,A12,ucitel,systemove,1,2
exp888,884,k2_final351_06_25,A12,ucitel,humanisticke,1,1
exp888,884,k2_final351_06_25,A1,ucitel,vhodnost,1,1
exp888,884,k2_final351_06_25,A1,ucitel,reaktivni,1,-1
exp888,884,k2_final351_06_25,A1,ucitel,systemove,1,1
exp888,884,k2_final351_06_25,A1,ucitel,humanisticke,1,0
exp888,884,k2_final351_06_25,A9,ucitel,vhodnost,1,-1
exp888,884,k2_final351_06_25,A9,ucitel,reaktivni,1,-1
exp888,884,k2_final351_06_25,A9,ucitel,systemove,1,2
exp888,884,k2_final351_06_25,A9,ucitel,humanisticke,1,-1
exp888,884,k2_final351_06_25,A8,ucitel,vhodnost,1,1
exp888,884,k2_final351_06_25,A8,ucitel,reaktivni,1,-1
exp888,884,k2_final351_06_25,A8,ucitel,systemove,1,1
exp888,884,k2_final351_06_25,A8,ucitel,humanisticke,1,0
exp888,884,k2_final351_06_25,A2,ucitel,vhodnost,1,1
exp888,884,k2_final351_06_25,A2,ucitel,reaktivni,1,-1
exp888,884,k2_final351_06_25,A2,ucitel,systemove,1,1
exp888,884,k2_final351_06_25,A2,ucitel,humanisticke,1,1
exp893,889,k2_final351_06_25,A12,AI,vhodnost,1,1
exp893,889,k2_final351_06_25,A12,AI,reaktivni,1,0
exp893,889,k2_final351_06_25,A12,AI,systemove,1,1
exp893,889,k2_final351_06_25,A12,AI,humanisticke,1,1
exp893,889,k2_final351_06_25,A1,AI,vhodnost,1,1
exp893,889,k2_final351_06_25,A1,AI,reaktivni,1,0
exp893,889,k2_final351_06_25,A1,AI,systemove,1,0
exp893,889,k2_final351_06_25,A1,AI,humanisticke,1,0
exp893,889,k2_final351_06_25,A10,AI,vhodnost,1,1
exp893,889,k2_final351_06_25,A10,AI,reaktivni,1,1
exp893,889,k2_final351_06_25,A10,AI,systemove,1,-1
exp893,889,k2_final351_06_25,A10,AI,humanisticke,1,1
exp893,889,k2_final351_06_25,A9,AI,vhodnost,1,2
exp893,889,k2_final351_06_25,A9,AI,reaktivni,1,1
exp893,889,k2_final351_06_25,A9,AI,systemove,1,2
exp893,889,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp893,889,k2_final351_06_25,A8,AI,vhodnost,1,1
exp893,889,k2_final351_06_25,A8,AI,reaktivni,1,-2
exp893,889,k2_final351_06_25,A8,AI,systemove,1,2
exp893,889,k2_final351_06_25,A8,AI,humanisticke,1,2
exp893,889,k2_final351_06_25,A2,AI,vhodnost,1,2
exp893,889,k2_final351_06_25,A2,AI,reaktivni,1,1
exp893,889,k2_final351_06_25,A2,AI,systemove,1,2
exp893,889,k2_final351_06_25,A2,AI,humanisticke,1,0
exp893,889,k2_final351_06_25,A12,ucitel,vhodnost,1,2
exp893,889,k2_final351_06_25,A12,ucitel,reaktivni,1,1
exp893,889,k2_final351_06_25,A12,ucitel,systemove,1,1
exp893,889,k2_final351_06_25,A12,ucitel,humanisticke,1,-1
exp893,889,k2_final351_06_25,A1,ucitel,vhodnost,1,0
exp893,889,k2_final351_06_25,A1,ucitel,reaktivni,1,-1
exp893,889,k2_final351_06_25,A1,ucitel,systemove,1,1
exp893,889,k2_final351_06_25,A1,ucitel,humanisticke,1,1
exp893,889,k2_final351_06_25,A10,ucitel,vhodnost,1,1
exp893,889,k2_final351_06_25,A10,ucitel,reaktivni,1,1
exp893,889,k2_final351_06_25,A10,ucitel,systemove,1,-1
exp893,889,k2_final351_06_25,A10,ucitel,humanisticke,1,1
exp893,889,k2_final351_06_25,A9,ucitel,vhodnost,1,1
exp893,889,k2_final351_06_25,A9,ucitel,reaktivni,1,1
exp893,889,k2_final351_06_25,A9,ucitel,systemove,1,1
exp893,889,k2_final351_06_25,A9,ucitel,humanisticke,1,-1
exp893,889,k2_final351_06_25,A8,ucitel,vhodnost,1,1
exp893,889,k2_final351_06_25,A8,ucitel,reaktivni,1,1
exp893,889,k2_final351_06_25,A8,ucitel,systemove,1,0
exp893,889,k2_final351_06_25,A8,ucitel,humanisticke,1,-1
exp893,889,k2_final351_06_25,A2,ucitel,vhodnost,1,2
exp893,889,k2_final351_06_25,A2,ucitel,reaktivni,1,1
exp893,889,k2_final351_06_25,A2,ucitel,systemove,1,1
exp893,889,k2_final351_06_25,A2,ucitel,humanisticke,1,-1
exp891,903,k2_final351_06_25,A12,AI,vhodnost,1,2
exp891,903,k2_final351_06_25,A12,AI,reaktivni,1,2
exp891,903,k2_final351_06_25,A12,AI,systemove,1,-2
exp891,903,k2_final351_06_25,A12,AI,humanisticke,1,0
exp891,903,k2_final351_06_25,A1,AI,vhodnost,1,2
exp891,903,k2_final351_06_25,A1,AI,reaktivni,1,0
exp891,903,k2_final351_06_25,A1,AI,systemove,1,0
exp891,903,k2_final351_06_25,A1,AI,humanisticke,1,0
exp891,903,k2_final351_06_25,A10,AI,vhodnost,1,1
exp891,903,k2_final351_06_25,A10,AI,reaktivni,1,-2
exp891,903,k2_final351_06_25,A10,AI,systemove,1,-1
exp891,903,k2_final351_06_25,A10,AI,humanisticke,1,1
exp891,903,k2_final351_06_25,A9,AI,vhodnost,1,2
exp891,903,k2_final351_06_25,A9,AI,reaktivni,1,2
exp891,903,k2_final351_06_25,A9,AI,systemove,1,1
exp891,903,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp891,903,k2_final351_06_25,A8,AI,vhodnost,1,2
exp891,903,k2_final351_06_25,A8,AI,reaktivni,1,1
exp891,903,k2_final351_06_25,A8,AI,systemove,1,-1
exp891,903,k2_final351_06_25,A8,AI,humanisticke,1,0
exp891,903,k2_final351_06_25,A2,AI,vhodnost,1,2
exp891,903,k2_final351_06_25,A2,AI,reaktivni,1,1
exp891,903,k2_final351_06_25,A2,AI,systemove,1,-1
exp891,903,k2_final351_06_25,A2,AI,humanisticke,1,0
exp891,903,k2_final351_06_25,A12,ucitel,vhodnost,1,2
exp891,903,k2_final351_06_25,A12,ucitel,reaktivni,1,2
exp891,903,k2_final351_06_25,A12,ucitel,systemove,1,-1
exp891,903,k2_final351_06_25,A12,ucitel,humanisticke,1,0
exp891,903,k2_final351_06_25,A1,ucitel,vhodnost,1,1
exp891,903,k2_final351_06_25,A1,ucitel,reaktivni,1,-1
exp891,903,k2_final351_06_25,A1,ucitel,systemove,1,0
exp891,903,k2_final351_06_25,A1,ucitel,humanisticke,1,1
exp891,903,k2_final351_06_25,A10,ucitel,vhodnost,1,2
exp891,903,k2_final351_06_25,A10,ucitel,reaktivni,1,1
exp891,903,k2_final351_06_25,A10,ucitel,systemove,1,-1
exp891,903,k2_final351_06_25,A10,ucitel,humanisticke,1,1
exp891,903,k2_final351_06_25,A9,ucitel,vhodnost,1,1
exp891,903,k2_final351_06_25,A9,ucitel,reaktivni,1,1
exp891,903,k2_final351_06_25,A9,ucitel,systemove,1,-2
exp891,903,k2_final351_06_25,A9,ucitel,humanisticke,1,2
exp891,903,k2_final351_06_25,A8,ucitel,vhodnost,1,2
exp891,903,k2_final351_06_25,A8,ucitel,reaktivni,1,2
exp891,903,k2_final351_06_25,A8,ucitel,systemove,1,-1
exp891,903,k2_final351_06_25,A8,ucitel,humanisticke,1,0
exp891,903,k2_final351_06_25,A2,ucitel,vhodnost,1,2
exp891,903,k2_final351_06_25,A2,ucitel,reaktivni,1,2
exp891,903,k2_final351_06_25,A2,ucitel,systemove,1,-1
exp891,903,k2_final351_06_25,A2,ucitel,humanisticke,1,0
exp897,908,k2_final351_06_25,A12,AI,vhodnost,1,2
exp897,908,k2_final351_06_25,A12,AI,reaktivni,1,1
exp897,908,k2_final351_06_25,A12,AI,systemove,1,1
exp897,908,k2_final351_06_25,A12,AI,humanisticke,1,1
exp897,908,k2_final351_06_25,A1,AI,vhodnost,1,1
exp897,908,k2_final351_06_25,A1,AI,reaktivni,1,-1
exp897,908,k2_final351_06_25,A1,AI,systemove,1,1
exp897,908,k2_final351_06_25,A1,AI,humanisticke,1,1
exp897,908,k2_final351_06_25,A9,AI,vhodnost,1,1
exp897,908,k2_final351_06_25,A9,AI,reaktivni,1,1
exp897,908,k2_final351_06_25,A9,AI,systemove,1,1
exp897,908,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp897,908,k2_final351_06_25,A8,AI,vhodnost,1,2
exp897,908,k2_final351_06_25,A8,AI,reaktivni,1,0
exp897,908,k2_final351_06_25,A8,AI,systemove,1,0
exp897,908,k2_final351_06_25,A8,AI,humanisticke,1,1
exp897,908,k2_final351_06_25,A2,AI,vhodnost,1,2
exp897,908,k2_final351_06_25,A2,AI,reaktivni,1,1
exp897,908,k2_final351_06_25,A2,AI,systemove,1,1
exp897,908,k2_final351_06_25,A2,AI,humanisticke,1,1
exp897,908,k2_final351_06_25,A12,ucitel,vhodnost,1,1
exp897,908,k2_final351_06_25,A12,ucitel,reaktivni,1,-1
exp897,908,k2_final351_06_25,A12,ucitel,systemove,1,1
exp897,908,k2_final351_06_25,A12,ucitel,humanisticke,1,1
exp897,908,k2_final351_06_25,A1,ucitel,vhodnost,1,0
exp897,908,k2_final351_06_25,A1,ucitel,reaktivni,1,-2
exp897,908,k2_final351_06_25,A1,ucitel,systemove,1,2
exp897,908,k2_final351_06_25,A1,ucitel,humanisticke,1,2
exp897,908,k2_final351_06_25,A9,ucitel,vhodnost,1,-1
exp897,908,k2_final351_06_25,A9,ucitel,reaktivni,1,-2
exp897,908,k2_final351_06_25,A9,ucitel,systemove,1,-1
exp897,908,k2_final351_06_25,A9,ucitel,humanisticke,1,2
exp897,908,k2_final351_06_25,A8,ucitel,vhodnost,1,1
exp897,908,k2_final351_06_25,A8,ucitel,reaktivni,1,-1
exp897,908,k2_final351_06_25,A8,ucitel,systemove,1,1
exp897,908,k2_final351_06_25,A8,ucitel,humanisticke,1,1
exp897,908,k2_final351_06_25,A2,ucitel,vhodnost,1,1
exp897,908,k2_final351_06_25,A2,ucitel,reaktivni,1,-1
exp897,908,k2_final351_06_25,A2,ucitel,systemove,1,1
exp897,908,k2_final351_06_25,A2,ucitel,humanisticke,1,1
exp910,911,k2_final351_06_25,A12,AI,vhodnost,1,2
exp910,911,k2_final351_06_25,A12,AI,reaktivni,1,1
exp910,911,k2_final351_06_25,A12,AI,systemove,1,1
exp910,911,k2_final351_06_25,A12,AI,humanisticke,1,-1
exp910,911,k2_final351_06_25,A1,AI,vhodnost,1,1
exp910,911,k2_final351_06_25,A1,AI,reaktivni,1,1
exp910,911,k2_final351_06_25,A1,AI,systemove,1,1
exp910,911,k2_final351_06_25,A1,AI,humanisticke,1,-1
exp910,911,k2_final351_06_25,A9,AI,vhodnost,1,1
exp910,911,k2_final351_06_25,A9,AI,reaktivni,1,1
exp910,911,k2_final351_06_25,A9,AI,systemove,1,2
exp910,911,k2_final351_06_25,A9,AI,humanisticke,1,-2
exp910,911,k2_final351_06_25,A2,AI,vhodnost,1,2
exp910,911,k2_final351_06_25,A2,AI,reaktivni,1,1
exp910,911,k2_final351_06_25,A2,AI,systemove,1,1
exp910,911,k2_final351_06_25,A2,AI,humanisticke,1,-1
exp910,911,k2_final351_06_25,A12,ucitel,vhodnost,1,2
exp910,911,k2_final351_06_25,A12,ucitel,reaktivni,1,1
exp910,911,k2_final351_06_25,A12,ucitel,systemove,1,1
exp910,911,k2_final351_06_25,A12,ucitel,humanisticke,1,-1
exp910,911,k2_final351_06_25,A1,ucitel,vhodnost,1,1
exp910,911,k2_final351_06_25,A1,ucitel,reaktivni,1,1
exp910,911,k2_final351_06_25,A1,ucitel,systemove,1,1
exp910,911,k2_final351_06_25,A1,ucitel,humanisticke,1,-1
exp910,911,k2_final351_06_25,A9,ucitel,vhodnost,1,1
exp910,911,k2_final351_06_25,A9,ucitel,reaktivni,1,1
exp910,911,k2_final351_06_25,A9,ucitel,systemove,1,2
exp910,911,k2_final351_06_25,A9,ucitel,humanisticke,1,-2
exp910,911,k2_final351_06_25,A8,ucitel,vhodnost,1,1
exp910,911,k2_final351_06_25,A8,ucitel,reaktivni,1,1
exp910,911,k2_final351_06_25,A8,ucitel,systemove,1,2
exp910,911,k2_final351_06_25,A8,ucitel,humanisticke,1,-1
exp910,911,k2_final351_06_25,A2,ucitel,vhodnost,1,2
exp910,911,k2_final351_06_25,A2,ucitel,reaktivni,1,1
exp910,911,k2_final351_06_25,A2,ucitel,systemove,1,1
exp910,911,k2_final351_06_25,A2,ucitel,humanisticke,1,-1
exp923,921,k2_final351_06_25,A12,AI,vhodnost,1,1
exp923,921,k2_final351_06_25,A12,AI,reaktivni,1,0
exp923,921,k2_final351_06_25,A12,AI,systemove,1,2
exp923,921,k2_final351_06_25,A12,AI,humanisticke,1,0
exp923,921,k2_final351_06_25,A1,AI,vhodnost,1,1
exp923,921,k2_final351_06_25,A1,AI,reaktivni,1,-1
exp923,921,k2_final351_06_25,A1,AI,systemove,1,1
exp923,921,k2_final351_06_25,A1,AI,humanisticke,1,-1
exp923,921,k2_final351_06_25,A10,AI,vhodnost,1,1
exp923,921,k2_final351_06_25,A10,AI,reaktivni,1,-1
exp923,921,k2_final351_06_25,A10,AI,systemove,1,1
exp923,921,k2_final351_06_25,A10,AI,humanisticke,1,-1
exp923,921,k2_final351_06_25,A9,AI,vhodnost,1,1
exp923,921,k2_final351_06_25,A9,AI,reaktivni,1,1
exp923,921,k2_final351_06_25,A9,AI,systemove,1,1
exp923,921,k2_final351_06_25,A9,AI,humanisticke,1,-1
exp923,921,k2_final351_06_25,A8,AI,vhodnost,1,1
exp923,921,k2_final351_06_25,A8,AI,reaktivni,1,-1
exp923,921,k2_final351_06_25,A8,AI,systemove,1,1
exp923,921,k2_final351_06_25,A8,AI,humanisticke,1,-1
exp923,921,k2_final351_06_25,A2,AI,vhodnost,1,2
exp923,921,k2_final351_06_25,A2,AI,reaktivni,1,0
exp923,921,k2_final351_06_25,A2,AI,systemove,1,-1
exp923,921,k2_final351_06_25,A2,AI,humanisticke,1,-1
exp923,921,k2_final351_06_25,A12,ucitel,vhodnost,1,1
exp923,921,k2_final351_06_25,A12,ucitel,reaktivni,1,1
exp923,921,k2_final351_06_25,A12,ucitel,systemove,1,-1
exp923,921,k2_final351_06_25,A12,ucitel,humanisticke,1,-1
exp923,921,k2_final351_06_25,A1,ucitel,vhodnost,1,1
exp923,921,k2_final351_06_25,A1,ucitel,reaktivni,1,2
exp923,921,k2_final351_06_25,A1,ucitel,systemove,1,-2
exp923,921,k2_final351_06_25,A1,ucitel,humanisticke,1,-1
exp923,921,k2_final351_06_25,A10,ucitel,vhodnost,1,2
exp923,921,k2_final351_06_25,A10,ucitel,reaktivni,1,1
exp923,921,k2_final351_06_25,A10,ucitel,systemove,1,-2
exp923,921,k2_final351_06_25,A10,ucitel,humanisticke,1,1
exp923,921,k2_final351_06_25,A9,ucitel,vhodnost,1,2
exp923,921,k2_final351_06_25,A9,ucitel,reaktivni,1,1
exp923,921,k2_final351_06_25,A9,ucitel,systemove,1,-2
exp923,921,k2_final351_06_25,A9,ucitel,humanisticke,1,0
exp923,921,k2_final351_06_25,A8,ucitel,vhodnost,1,1
exp923,921,k2_final351_06_25,A8,ucitel,reaktivni,1,2
exp923,921,k2_final351_06_25,A8,ucitel,systemove,1,-2
exp923,921,k2_final351_06_25,A8,ucitel,humanisticke,1,-1
exp923,921,k2_final351_06_25,A2,ucitel,vhodnost,1,2
exp923,921,k2_final351_06_25,A2,ucitel,reaktivni,1,1
exp923,921,k2_final351_06_25,A2,ucitel,systemove,1,-1
exp923,921,k2_final351_06_25,A2,ucitel,humanisticke,1,-1
mat924,924,k2_final351_06_25,A12,AI,vhodnost,1,1
mat924,924,k2_final351_06_25,A12,AI,reaktivni,1,-2
mat924,924,k2_final351_06_25,A12,AI,systemove,1,0
mat924,924,k2_final351_06_25,A12,AI,humanisticke,1,1
mat924,924,k2_final351_06_25,A1,AI,vhodnost,1,1
mat924,924,k2_final351_06_25,A1,AI,reaktivni,1,-2
mat924,924,k2_final351_06_25,A1,AI,systemove,1,1
mat924,924,k2_final351_06_25,A1,AI,humanisticke,1,2
mat924,924,k2_final351_06_25,A9,AI,vhodnost,1,0
mat924,924,k2_final351_06_25,A9,AI,reaktivni,1,-1
mat924,924,k2_final351_06_25,A9,AI,systemove,1,-1
mat924,924,k2_final351_06_25,A9,AI,humanisticke,1,1
mat924,924,k2_final351_06_25,A8,AI,vhodnost,1,1
mat924,924,k2_final351_06_25,A8,AI,reaktivni,1,-2
mat924,924,k2_final351_06_25,A8,AI,systemove,1,2
mat924,924,k2_final351_06_25,A8,AI,humanisticke,1,2
mat924,924,k2_final351_06_25,A2,AI,vhodnost,1,1
mat924,924,k2_final351_06_25,A2,AI,reaktivni,1,-1
